2026-07-28 09:22:31 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
	at java.base/java.lang.Thread.run(Thread.java:1583)
Caused by: org.springframework.security.oauth2.jwt.JwtException: Token invalid or expired
	at com.example.resort.configuration.CustomJWTDecoder.decode(CustomJWTDecoder.java:39)
	at org.springframework.security.oauth2.server.resource.authentication.JwtAuthenticationProvider.getJwt(JwtAuthenticationProvider.java:99)
	... 66 common frames omitted
2026-07-28 14:41:01 [http-nio-8080-exec-4] INFO  c.e.r.service.AuthenticationService - Login attempt for username: dinhvan01
2026-07-28 14:41:01 [http-nio-8080-exec-4] INFO  c.e.r.service.AuthenticationService - User found: dinhvan01, checking password...
2026-07-28 14:41:01 [http-nio-8080-exec-4] INFO  c.e.r.service.AuthenticationService - Password match result: true
2026-07-28 14:41:14 [Audit-Log1] DEBUG c.e.resort.service.AuditLogService - Audit - dinhvan01 - UPDATE_SELF - User - b92413ae-2598-43f0-abfd-dc8896a1e280 - SUCCESS
2026-07-28 15:38:08 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-07-28 15:38:08 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-07-28 15:38:08 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
